file,#,organization-name,city-state,organization-type,position-held,from,to
Kushner NE278e,43,"Two Hundred Lafayette Kushner Promote, LLC (Commercial Real Estate in New York, NY)","New York, New York",Limited Liability Company,Managing Member,1/2012,1/2017
Kushner NE278e,44,"Warren at Bay Associates, LLC","Florham Park, New Jersey",Limited Liability Company,Non-member Manager,1/2016,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,45,"WT 25 Columbia, LLC","New York, New York",Limited Liability Company,Non-member Manager,8/2016,1/2017
Kushner NE278e,46,"55 Challenger Road Associates, LLC","Florham Park, New Jersey",Limited Liability Company,Managing Member,6/2012,1/2017
Kushner NE278e,47,"80 ML, LLC","New York, New York",Limited Liability Company,Managing Member,8/2014,1/2017
Kushner NE278e,48,"Stone 16 Associates, LLC","New York, New York",Limited Liability Company,Non-member Manager,3/2015,1/2017
Kushner NE278e,49,"P.V. Development, LLC","Florham Park, New Jersey",Limited Liability Company,Non-member Manager,11/2015,1/2017
Kushner NE278e,50,Bruckner Plaza Center Corp.,"New York, New York",Corporation,President,1/2007,1/2017
Kushner NE278e,51,"666 KC Management, LLC","New York, New York",Limited Liability Company,Managing Member,10/2011,1/2017
Kushner NE278e,52,"JK2 Westminster, LLC (Management Company, New York, NY)","New York, New York",Limited Liability Company,Managing Member,6/2012,12/2016
Kushner NE278e,53,"Westminster Management, LLC","New York, New York",Limited Liability Company,Managing Member,1/2014,1/2017
Kushner NE278e,54,"Kushner Credit Opportunity Fund, LLC","New York, New York",Limited Liability Company,Managing Member,12/2016,1/2017
Kushner NE278e,55,"Flatbush 340 Lender, LLC","New York, New York",Limited Liability Company,Non-member Manager,12/2015,1/2017
Kushner NE278e,56,"Observer Media, LLC","New York, New York",Limited Liability Company,Managing Member,1/2014,1/2017
Kushner NE278e,57,"Broadband Proliferation Partners, LLC","New York, New York",Limited Liability Company,Managing Member,12/2012,1/2017
Kushner NE278e,58,"DJNJ Frito, LLC","New York, New York",Limited Liability Company,Non-member Manager,1/2011,1/2017
Kushner NE278e,59,New Jersey Renewable Power Corp.,"Florham Park, New Jersey",Corporation,President,5/2012,1/2017
Kushner NE278e,60,"Westminster Title Associates, LLC","New York, New York",Limited Liability Company,Managing Member,12/2012,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,61,Westminster Title Realty Corp. (Insurance brokerage license),"New York, New York",Corporation,President,12/2012,1/2017
Kushner NE278e,62,"2 Rector Kushner Member, LLC","New York, New York",Limited Liability Company,Managing Member,6/2013,3/2016
Kushner NE278e,63,"O Townhomes KFF, LP (Loan originating entity, New York, NY)","New York, New York",Limited Partnership,General Partner,6/2014,8/2016
Kushner NE278e,64,K One Journal Square LLC,"New York, New York",Limited Liability Company,Managing Member,2/2014,1/2017
Kushner NE278e,65,K2 One Journal Square Member LLC,"New York, New York",Limited Liability Company,Manager,12/2014,1/2017
Kushner NE278e,66,One Journal Square Partners Holdings LLC,"New York, New York",Limited Liability Company,President & Secretary,12/2014,1/2017
Kushner NE278e,67,One Journal Square Tower North Holdings LLC,"New York, New York",Limited Liability Company,President & Secretary,12/2014,1/2017
Kushner NE278e,68,One Journal Square Tower South Holdings LLC,"New York, New York",Limited Liability Company,President & Secretary,12/2014,1/2017
Kushner NE278e,69,"Columbia Corporate Center Building Corp. (Commercial Real Estate in Florham Park, NJ)","Florham Park, New Jersey",Corporation,Vice President,3/2011,1/2017
Kushner NE278e,70,"Columbia Corporate Center Development Associates, LLC","Florham Park, New Jersey",Limited Liability Company,Special Member & Vice President,3/2011,1/2017
Kushner NE278e,71,"25-30 Columbia Heights (Brooklyn) Venture, LLC","New York, New York",Limited Liability Company,Key Person,5/2016,1/2017
Kushner NE278e,72,K2 26JS Member LLC,"New York, New York",Limited Liability Company,Manager,4/2015,1/2017
Kushner NE278e,73,K2W2 26JS Holdings LLC,"New York, New York",Limited Liability Company,President & Secretary,4/2015,1/2017
Kushner NE278e,74,"Thirty Corp. (Office Space in Florham Park, NJ)","Florham Park, New Jersey",Corporation,Vice President,3/2012,1/2017
Kushner NE278e,75,"30 Journal Square Partners, LLC","New York, New York",Limited Liability Company,Manager,1/2013,1/2017
Kushner NE278e,76,"K 30 Journal Square, LLC","New York, New York",Limited Liability Company,Manager,1/2013,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,77,"Thirty Vreeland Associates, LLC","Florham Park, New Jersey",Limited Liability Company,Successor Manager,9/2012,1/2017
Kushner NE278e,78,"Vreeland Investment Realty Corp. (Commercial Real Estate in Florham Park, NJ)","Florham Park, New Jersey",Corporation,Vice President,8/2008,1/2017
Kushner NE278e,79,"55 Challenger, LLC","Florham Park, New Jersey",Limited Liability Company,Manager,8/2012,1/2017
Kushner NE278e,80,"Morgan Street Developers Joint Venture, LLC","New York, New York",Limited Liability Company,Manager,7/2014,1/2017
Kushner NE278e,81,80 Maid LLC,"New York, New York",Limited Liability Company,Manager,8/2014,1/2017
Kushner NE278e,82,NK 80 Maiden Holdings LLC,"New York, New York",Limited Liability Company,Executive Committee,8/2014,1/2017
Kushner NE278e,83,Village KF 2 Associates LLC,"New York, New York",Limited Liability Company,President,12/2013,1/2017
Kushner NE278e,84,KCLW Acquisition Manager LLC,"New York, New York",Limited Liability Company,Manager,1/2015,1/2017
Kushner NE278e,85,"RP/K Kent Avenue, LLC","New York, New York",Limited Liability Company,Executive Committee & Key Person,8/2014,1/2017
Kushner NE278e,86,"BLS Investors LLC (Residential Real Estate in Brooklyn, NY)","New York, New York",Limited Liability Company,President,4/2014,1/2017
Kushner NE278e,87,KF-BLS Member LLC,"New York, New York",Limited Liability Company,President & Secretary,4/2014,1/2017
Kushner NE278e,88,BLS Associates LLC,"New York, New York",Limited Liability Company,President,4/2014,1/2017
Kushner NE278e,89,K-BLS Portfolio LLC,"New York, New York",Limited Liability Company,Manager & President,4/2014,1/2017
Kushner NE278e,90,27 Monroe Place LLC,"New York, New York",Limited Liability Company,Key Person,4/2014,1/2017
Kushner NE278e,91,38 Monroe Place LLC,"New York, New York",Limited Liability Company,Manager,4/2014,1/2017
Kushner NE278e,92,100 Pierrepoint Street LLC,"New York, New York",Limited Liability Company,President,4/2014,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,93,18 Sydney Place LLC,"New York, New York",Limited Liability Company,Managing Member,9/2014,1/2017
Kushner NE278e,94,89 Hicks Street LLC,"New York, New York",Limited Liability Company,Manager,9/2014,1/2017
Kushner NE278e,95,144 Willow Street LLC,"New York, New York",Limited Liability Company,President & Secretary,9/2014,1/2017
Kushner NE278e,96,"The Landings, Inc. (Real Estate in Perth Amboy, New Jersey)","Florham Park, New Jersey",Corporation,Executive Vice President & Authorized Signatory,2/2007,1/2017
Kushner NE278e,97,"Chatham Hill Holdings, LLC","New York, New York",Limited Liability Company,Key Person,10/2015,1/2017
Kushner NE278e,98,"Landings Chicago Holding, LLC","New York, New York",Limited Liability Company,Manager,12/2007,1/2017
Kushner NE278e,99,"Landings Chicago Member, LLC","New York, New York",Limited Liability Company,Manager,1/2008,1/2017
Kushner NE278e,100,"Landings Chicago Associates, LLC","New York, New York",Limited Liability Company,Manager,1/2008,1/2017
Kushner NE278e,101,"Wallkill Chicago Holding, LLC","New York, New York",Limited Liability Company,Executive Committee,12/2007,1/2017
Kushner NE278e,102,"Wallkill Chicago Member, LLC","New York, New York",Limited Liability Company,President,1/2008,1/2017
Kushner NE278e,103,"Wallkill Chicago Associates, LLC","New York, New York",Limited Liability Company,Manager,1/2008,1/2017
Kushner NE278e,104,"Elmwood Chicago Holding, LLC","New York, New York",Limited Liability Company,Executive Committee & Key Person,12/2007,1/2017
Kushner NE278e,105,"Elmwood Chicago Member, LLC","New York, New York",Limited Liability Company,President,1/2008,1/2017
Kushner NE278e,106,"Elmwood Chicago Associates, LLC","New York, New York",Limited Liability Company,President & Secretary,1/2008,1/2017
Kushner NE278e,107,"Oakwood Chicago Holding, LLC","New York, New York",Limited Liability Company,President,12/2007,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,108,"Oakwood Chicago Member, LLC","New York, New York",Limited Liability Company,Manager & President,1/2008,1/2017
Kushner NE278e,109,"Oakwood Chicago Associates, LLC","New York, New York",Limited Liability Company,Manager & President,1/2008,1/2017
Kushner NE278e,110,Fifth K Two LLC,"New York, New York",Limited Liability Company,Manager,12/2011,1/2017
Kushner NE278e,111,"95 Bauer Drive Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,112,"19-05 Nevins Road Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,113,"15-00 Pollitt Drive Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,114,"17-01 Pollitt Drive Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,115,"19-00 Pollitt Drive Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,116,"40 Potash Road Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,117,"5 Thornton Road Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,118,"128 Bauer Drive Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,119,"125 Algonquin Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,120,"145 Algonquin Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,121,"156 Algonquin Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,122,"30 Leslie Associates, LLC","New York, New York",Limited Liability Company,Vice President & Secretary,5/2014,1/2017
Kushner NE278e,123,"Colts Neck Building Corp. (Undeveloped Real Estate in Colts Neck, NJ)","Florham Park, New Jersey",Corporation,Vice President & Secretary,2/2007,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,124,"340 Flatbush Lender, LLC","New York, New York",Limited Liability Company,President & Authorized Signatory,12/2015,1/2017
Kushner NE278e,125,54 Barrow Street Associates LLC,"New York, New York",Limited Liability Company,President & Vice President,12/2015,1/2017
Kushner NE278e,126,99 East 7th Street Realty LLC,"New York, New York",Limited Liability Company,President & Vice President,1/2015,1/2017
Kushner NE278e,127,120 MacDougal Street Realty LLC,"New York, New York",Limited Liability Company,President & Vice President,1/2015,1/2017
Kushner NE278e,128,156 Sullivan Street Realty LLC,"New York, New York",Limited Liability Company,President & Vice President,1/2015,1/2017
Kushner NE278e,129,267 East 10th Street Realty LLC,"New York, New York",Limited Liability Company,President & Vice President,1/2015,1/2017
Kushner NE278e,130,318 East 6th Street Realty LLC,"New York, New York",Limited Liability Company,President & Vice President,1/2015,1/2017
Kushner NE278e,131,318 East 11th Street Realty LLC,"New York, New York",Limited Liability Company,President & Vice President,1/2015,1/2017
Kushner NE278e,132,435 East 9th Street Realty LLC,"New York, New York",Limited Liability Company,President & Vice President,1/2015,1/2017
Kushner NE278e,133,Village JV 129 First Avenue LLC,"New York, New York",Limited Liability Company,President & Secretary,2/2015,1/2017
Kushner NE278e,134,Village JV 143 First Avenue LLC,"New York, New York",Limited Liability Company,Executive Vice President & Authorized Signatory,2/2015,1/2017
Kushner NE278e,135,Village JV 165 Avenue A LLC,"New York, New York",Limited Liability Company,Key Person,2/2015,1/2017
Kushner NE278e,136,Village JV 191-193 Avenue A LLC,"New York, New York",Limited Liability Company,Manager,2/2015,1/2017
Kushner NE278e,137,Village JV 201 East 2nd LLC,"New York, New York",Limited Liability Company,Special Member & Vice President,2/2015,1/2017
Kushner NE278e,138,Village JV 211 Avenue A LLC,"New York, New York",Limited Liability Company,Vice President & Secretary,2/2015,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,139,Village JV 338 East 11th LLC,"New York, New York",Limited Liability Company,Vice President & Secretary,2/2015,1/2017
Kushner NE278e,140,Village JV 435 East 12th LLC,"New York, New York",Limited Liability Company,Vice President & Secretary,2/2015,1/2017
Kushner NE278e,141,Village JV 500 East 11th LLC,"New York, New York",Limited Liability Company,Vice President & Secretary,2/2015,1/2017
Kushner NE278e,142,KCLW 3rd Street LLC,"New York, New York",Limited Liability Company,Manager,8/2014,1/2017
Kushner NE278e,143,175-225 Third Owner LLC,"New York, New York",Limited Liability Company,Officer,12/2014,1/2017
Kushner NE278e,144,"KKC Managing Member LLC (Residential Real Estate in Kansas City, MO)","New York, New York",Limited Liability Company,Managing Member & President,5/2013,1/2017
Kushner NE278e,145,"44th Street Realty Associates, LLC (Residential Real Estate in New York, NY)","New York, New York",Limited Liability Company,Manager,12/2007,1/2017
Kushner NE278e,146,Kushner Village 3 SPE LLC,"New York, New York",Limited Liability Company,President,3/2013,1/2017
Kushner NE278e,147,Kushner Village 4 SPE LLC,"New York, New York",Limited Liability Company,President,3/2013,1/2017
Kushner NE278e,148,118-120 East Fourth Owner LLC,"New York, New York",Limited Liability Company,President,3/2013,1/2017
Kushner NE278e,149,195 East Fourth Owner LLC,"New York, New York",Limited Liability Company,President,3/2013,1/2017
Kushner NE278e,150,199-203 East Fourth Owner LLC,"New York, New York",Limited Liability Company,President,3/2013,1/2017
Kushner NE278e,151,315 East 10th Street LLC,"New York, New York",Limited Liability Company,President,3/2013,1/2017
Kushner NE278e,152,Kushner Village 329 East 9th LLC,"New York, New York",Limited Liability Company,President,11/2014,1/2017
Kushner NE278e,153,East 9th Manager LLC,"New York, New York",Limited Liability Company,President,11/2014,1/2017
Kushner NE278e,154,Kushner Village 325 East 10th LLC,"New York, New York",Limited Liability Company,President,3/2013,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,155,"Lacey Township Building Corp. (Real Estate in Lacey, NJ)","Florham Park, New Jersey",Corporation,Executive Vice President & Authorized Signatory,12/2007,1/2017
Kushner NE278e,156,"ST Leonia, LLC","New York, New York",Limited Liability Company,Manager,3/2016,1/2017
Kushner NE278e,157,"Livingston Hills Building Corp. (Real Estate Under Construction in Livingston, NJ)","Florham Park, New Jersey",Corporation,Executive Vice President,2/2007,1/2017
Kushner NE278e,158,Middle River JV LLC,"New York, New York",Limited Liability Company,Principal,5/2014,1/2017
Kushner NE278e,159,Georgetown Village I Owner LLC,"New York, New York",Limited Liability Company,Special Member,6/2011,1/2017
Kushner NE278e,160,Georgetown Village II Owner LLC,"New York, New York",Limited Liability Company,Special Member,6/2011,1/2017
Kushner NE278e,161,Georgetown Village III Owner LLC,"New York, New York",Limited Liability Company,Special Member,6/2011,1/2017
Kushner NE278e,162,Georgetown Village IV Owner LLC,"New York, New York",Limited Liability Company,Special Member,6/2011,1/2017
Kushner NE278e,163,Bavarian Woods Owner LLC,"New York, New York",Limited Liability Company,Special Member,6/2011,1/2017
Kushner NE278e,164,Cedarwood Riverbend Owner LLC,"New York, New York",Limited Liability Company,Special Member,6/2011,1/2017
Kushner NE278e,165,Cedarwood Village Apartments I & II Owner LLC,"New York, New York",Limited Liability Company,Special Member,6/2011,1/2017
Kushner NE278e,166,Cedarwood Village Apartments III Owner LLC,"New York, New York",Limited Liability Company,Special Member,6/2011,1/2017
Kushner NE278e,167,Columbus Park Property Owner LLC,"New York, New York",Limited Liability Company,Special Member,8/2011,1/2017
Kushner NE278e,168,Coppertree Properties Owner LLC,"New York, New York",Limited Liability Company,Manager,11/2012,1/2017
Kushner NE278e,169,Hunters Ridge Property Owner LLC,"New York, New York",Limited Liability Company,Special Member,6/2013,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,170,Miracle Manor Property Owner LLC,"New York, New York",Limited Liability Company,Special Member,6/2013,1/2017
Kushner NE278e,171,Midwest Partners 1 LLC,"New York, New York",Limited Liability Company,Manager,11/2012,1/2017
Kushner NE278e,172,Sunnydale Estates Property Owner LLC,"New York, New York",Limited Liability Company,Special Member,6/2013,1/2017
Kushner NE278e,173,"Westminster Mgt GP Corp. (General Partner of Westminster Management, LLC)","Florham Park, New Jersey",Corporation,Executive Vice President & Authorized Signatory,6/2011,1/2017
Kushner NE278e,174,"Milford Building Corp. (Real Estate in Milford, PA)","Florham Park, New Jersey",Corporation,Executive Vice President & Authorized Signatory,2/2007,1/2017
Kushner NE278e,175,Eatontown Monmouth Mall LLC,"New York, New York",Limited Liability Company,Manager,8/2015,1/2017
Kushner NE278e,176,VM Kushner (Junior Mezz) LLC,"New York, New York",Limited Liability Company,Manager,8/2015,1/2017
Kushner NE278e,177,Eatontown Monmouth Mall (Junior Mezz) LLC,"New York, New York",Limited Liability Company,Manager,8/2015,1/2017
Kushner NE278e,178,Eatontown Monmouth Mall (Senior Mezz) LLC,"New York, New York",Limited Liability Company,Manager,8/2015,1/2017
Kushner NE278e,179,Eatontown Monmouth Mall Holdings LLC,"New York, New York",Limited Liability Company,Manager,8/2015,1/2017
Kushner NE278e,180,VM Kushner (Senior Mezz) LLC,"New York, New York",Limited Liability Company,Manager,8/2015,1/2017
Kushner NE278e,181,VM Kushner LLC,"New York, New York",Limited Liability Company,Manager,8/2015,1/2017
Kushner NE278e,182,"Landings NYT Owner, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,183,"Wallkill NYT Owner, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,184,"Oakwood NYT Owner, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,185,"Elmwood NYT Owner, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,186,"Landings NYT Mezz, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,187,"Wallkill NYT Mezz, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,188,"Oakwood NYT Mezz, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,189,"Elmwood NYT Mezz, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,190,"Landings NYT Holdings, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,191,"Wallkill NYT Holdings, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,192,"Oakwood NYT Holdings, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,193,"Elmwood NYT Holdings, LLC","New York, New York",Limited Liability Company,Manager,10/2015,1/2017
Kushner NE278e,194,"Landings NYT Principal, LLC","New York, New York",Limited Liability Company,Authorized Signatory,10/2015,1/2017
Kushner NE278e,195,"Wallkill NYT Principal, LLC","New York, New York",Limited Liability Company,Authorized Signatory,10/2015,1/2017
Kushner NE278e,196,"Oakwood NYT Principal, LLC","New York, New York",Limited Liability Company,Authorized Signatory,10/2015,1/2017
Kushner NE278e,197,"Elmwood NYT Principal, LLC","New York, New York",Limited Liability Company,Authorized Signatory,10/2015,1/2017
Kushner NE278e,198,Pier Village III JV LLC,"New York, New York",Limited Liability Company,Vice President,7/2015,1/2017
Kushner NE278e,199,Pier Village II Urban Renewal Company LLC,"New York, New York",Limited Liability Company,Springing Member,12/2014,1/2017
Kushner NE278e,200,"Pinecrest Building Corp. (Undeveloped Real Estate in Tobyhanna Township, PA)","Florham Park, New Jersey",Corporation,Vice President & Authorized Signatory,2/2007,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,201,"Powerhouse Associates, LLC (potential future real estate development)","New York, New York",Limited Liability Company,Authorized Signatory,1/2016,1/2017
Kushner NE278e,202,"New Puck, LLC","New York, New York",Limited Liability Company,Special Member,6/2011,1/2017
Kushner NE278e,203,"New Puck Investors, LLC","New York, New York",Limited Liability Company,Special Member,6/2011,1/2017
Kushner NE278e,204,"Riverhead Reeves Building Corp. (Residential Real Estate in Riverhead, NY)","Florham Park, New Jersey",Corporation,Executive Vice President & Authorized Signatory,2/2007,1/2017
Kushner NE278e,205,"Riverhead Sound Building Corp. (Residential Real Estate in Riverhead, NY)","Florham Park, New Jersey",Corporation,Executive Vice President & Authorized Signatory,2/2007,1/2017
Kushner NE278e,206,"Riverhead Sound Associates LLC (Residential Real Estate in Riverhead, NY)","New York, New York",Limited Liability Company,Vice President & Authorized Signatory,2/2007,1/2017
Kushner NE278e,207,"Rues Lane Building Corp. (Real Estate in East Brunswick, NJ)","Florham Park, New Jersey",Corporation,Executive Vice President & Authorized Signatory,2/2007,1/2017
Kushner NE278e,208,"Maryland Apartment Holdings 10-Pack JV, LLC","New York, New York",Limited Liability Company,Executive Committee & Venture Coordinator,8/2012,1/2017
Kushner NE278e,209,Stone Portfolio LLC,"New York, New York",Limited Liability Company,Vice President,2/2015,1/2017
Kushner NE278e,210,"KC3 - 101 MacDougal Street, LLC","New York, New York",Limited Liability Company,Vice President,3/2015,1/2017
Kushner NE278e,211,"KC3 - 104 East 7th Street, LLC","New York, New York",Limited Liability Company,Vice President,3/2015,1/2017
Kushner NE278e,212,"KC3 - 233 East 82nd Street, LLC","New York, New York",Limited Liability Company,Vice President,3/2015,1/2017
Kushner NE278e,213,"KC3 - 234-238 East 33rd Street, LLC","New York, New York",Limited Liability Company,Vice President,3/2015,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,214,"KC3 - 310 East 83rd Street, LLC","New York, New York",Limited Liability Company,Vice President,3/2015,1/2017
Kushner NE278e,215,"KC3 - 319-321 East 78th Street, LLC","New York, New York",Limited Liability Company,Vice President,3/2015,1/2017
Kushner NE278e,216,"KC3 - 325 East 83rd Street, LLC","New York, New York",Limited Liability Company,Vice President,3/2015,1/2017
Kushner NE278e,217,"KC3 - 354-356 State Street, LLC","New York, New York",Limited Liability Company,Vice President,3/2015,1/2017
Kushner NE278e,218,"KC3 - 410 East 64th Street, LLC","New York, New York",Limited Liability Company,Vice President,3/2015,1/2017
Kushner NE278e,219,"KC3 - 438-440 East 13th Street, LLC","New York, New York",Limited Liability Company,Vice President,3/2015,1/2017
Kushner NE278e,220,"KC3 - 504 East 88th Street, LLC","New York, New York",Limited Liability Company,Vice President,3/2015,1/2017
Kushner NE278e,221,"EV JV Partnership, L.P.","New York, New York",Limited Partnership,President,8/2013,1/2017
Kushner NE278e,222,"EV JV GP LLC (Residential Real Estate in New York, NY)","New York, New York",Limited Liability Company,President,8/2013,1/2017
Kushner NE278e,223,Village UK Venture LLC,"New York, New York",Limited Liability Company,President,8/2013,1/2017
Kushner NE278e,224,"EV Avenue A Property Owner, L.P.","New York, New York",Limited Partnership,President,8/2013,1/2017
Kushner NE278e,225,"EV 1st Avenue Property Owner, L.P.","New York, New York",Limited Partnership,President,8/2013,1/2017
Kushner NE278e,226,"Iroquois Properties Realty Corp. (Residential Real Estate in New York, NY)","Florham Park, New Jersey",Corporation,President,2/2007,1/2017
Kushner NE278e,227,"Village KF 12th Associates, LLC","New York, New York",Limited Liability Company,Manager,8/2013,1/2017
Kushner NE278e,228,Village KF 504 East 12th LLC,"New York, New York",Limited Liability Company,President,8/2013,1/2017
Kushner NE278e,229,Village KF 516 East 13th LLC,"New York, New York",Limited Liability Company,President,8/2013,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,230,Warren at Bay Holdings LLC,"New York, New York",Limited Liability Company,KC Representative,1/2016,1/2017
Kushner NE278e,231,"Astoria Portfolio Member LLC (Residential Real Estate in Astoria, NY)","New York, New York",Limited Liability Company,Authorized Signatory,1/2015,1/2017
Kushner NE278e,232,"Astoria 23-05 30th LLC (Residential Real Estate in Astoria, NY)","New York, New York",Limited Liability Company,Authorized Signatory,6/2016,1/2017
Kushner NE278e,233,"Astoria 23-15 30th LLC (Residential Real Estate in Astoria, NY)","New York, New York",Limited Liability Company,Authorized Signatory,6/2016,1/2017
Kushner NE278e,234,"Astoria 21-80 38th LLC (Residential Real Estate in Astoria, NY)","New York, New York",Limited Liability Company,Authorized Signatory,6/2016,1/2017
Kushner NE278e,235,"Astoria 21-81 38th LLC (Residential Real Estate in Astoria, NY)","New York, New York",Limited Liability Company,Authorized Signatory,6/2016,1/2017
Kushner NE278e,236,"Cadre Astoria 23-05 30th LLC (Residential Real Estate in Astoria, NY)","New York, New York",Limited Liability Company,Authorized Signatory,1/2015,1/2017
Kushner NE278e,237,"Cadre Astoria 23-15 30th LLC (Residential Real Estate in Astoria, NY)","New York, New York",Limited Liability Company,Authorized Signatory,1/2015,1/2017
Kushner NE278e,238,"Cadre Astoria 21-80 38th LLC (Residential Real Estate in Astoria, NY)","New York, New York",Limited Liability Company,Authorized Signatory,1/2015,1/2017
Kushner NE278e,239,"Cadre Astoria 21-81 38th LLC (Residential Real Estate in Astoria, NY)","New York, New York",Limited Liability Company,Authorized Signatory,1/2015,1/2017
Kushner NE278e,240,Leland Point GP LLC,"New York, New York",Limited Liability Company,Springing Member,6/2011,1/2017
Kushner NE278e,241,Leland Point Partners LP LLC,"New York, New York",Limited Liability Company,Springing Member,6/2011,1/2017
Kushner NE278e,242,Leland Point Partners GP LLC,"New York, New York",Limited Liability Company,Springing Member,6/2011,1/2017
Kushner NE278e,243,"200 East 62nd 25B, LLC","New York, New York",Limited Liability Company,Managing Member,12/2015,1/2017
Kushner NE278e,244,"Florham Park Developers Corp. (Commercial Real Estate in Florham Park, NJ)","Florham Park, New Jersey",Corporation,Vice President & Authorized Signatory,6/2009,1/2017
Kushner NE278e,245,KKC Associates LLC,"New York, New York",Limited Liability Company,Tax Matters Manager,5/2013,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,246,"Westminster Linden Realty Corp. (Residential Real Estate in Brooklyn, NY and Florham Park, NJ)","Florham Park, New Jersey",Corporation,President,2/2007,1/2017
Kushner NE278e,247,"West End Building Associates, LLC","Florham Park, New Jersey",Limited Liability Company,President & Authorized Signatory,1/2009,1/2017
Kushner NE278e,248,New York Observer,"New York, New York",Limited Partnership,Publisher,7/2006,1/2017
Kushner NE278e,249,"Kushner Companies LLC (Real Estate Company in New York, NY)","Florham Park, New Jersey",Limited Liability Company,Chief Executive Officer,10/2008,1/2017
Kushner NE278e,250,Kushner Family Foundation (Charitable Foundation),"Mountainside, New Jersey",Non-Profit,Board Member,6/2010,1/2017
Kushner NE278e,251,Friends of IDF (Non-Profit),"New York, New York",Non-Profit,Board Member,3/2014,1/2017
Kushner NE278e,252,Global Gateway Alliance (Advocacy Organization),"New York, New York",Non-Profit,Board Member,1/2013,1/2017
Kushner NE278e,253,Megalith Capital Management (Real Estate Company),"New York, New York",Limited Liability Company,Board Member,10/2013,1/2017
Kushner NE278e,254,Partnership for New York City (Advocacy and Economic Development Organization),"New York, New York",Non-Profit,Board Member,12/2014,8/2016
Kushner NE278e,255,Real Estate Board of New York (REBNY) (Real Estate Organization),"New York, New York",Trade Association,Board Member,6/2008,1/2017
Kushner NE278e,256,Thrive Capital Partners LLC (Venture Capital Firm),"New York, New York",Limited Liability Company,Board Member,5/2010,1/2017
Kushner NE278e,257,"Thrive Capital Partners II, LP","New York, New York",Limited Partnership,Investment Committee Member,8/2011,1/2017
Kushner NE278e,258,"Thrive Capital Partners III, LP","New York, New York",Limited Partnership,Investment Committee Member,8/2012,1/2017
Kushner NE278e,259,42Floors (Real Estate Company),"New York, New York",Corporation,Board Member,5/2012,1/2017
Kushner NE278e,260,"Quadro Partners, Inc. (d/b/a Cadre) (Real Estate Platform)","New York, New York",Corporation,Board Member,5/2015,1/2017
Kushner NE278e,,,,TYPE,,,
Kushner NE278e,261,Honest Buildings (Real Estate Software Company),"New York, New York",Corporation,Board Member,11/2013,11/2015
