file,part,#,endnote
Ivanka Trump NE278e,,,"14.2.2.15.1  LELAND POINT OWNER LP (Residential Real Estate in Pittsburgh, PA) 14.2.3  COPPERTREE PROPERTIES OWNER LLC (Residential Real Estate in Speedway, IN) 14.3  HEARTLAND MULTIFAMILY JV LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA) 14.3.1  TOLEDO PROPERTIES OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2  HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA) 14.3.2.1  MIRACLE MANOR PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.2  HUNTERS RIDGE PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.3  SUNNYDALE ESTATES PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.4  GEORGETOWN VILLAGE I OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.5  GEORGETOWN VILLAGE II OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.6  GEORGETOWN VILLAGE III OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.7  GEORGETOWN VILLAGE IV OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.8  CEDARWOOD VILLAGE APARTMENTS I & II OWNER LLC (Residential Real Estate in Akron, OH) 14.3.2.9  CEDARWOOD VILLAGE APARTMENTS III OWNER LLC (Residential Real Estate in Akron, OH) 14.3.2.10  CEDARWOOD RIVERBEND OWNER LLC (Residential Real Estate in Akron, OH) 14.3.2.11  BAVARIAN WOODS OWNER LLC (Residential Real Estate in Middletown, OH) 14.3.2.12  COLUMBUS PARK PROPERTY OWNER LLC (Residential Real Estate in Bedford, OH) 14.3.2.13  LELAND POINT PARTNERS GP LLC (Residential Real Estate in Pittsburgh, PA) 14.3.2.13.1  LELAND POINT PARTNERS LP LLC (Residential Real Estate in Pittsburgh, PA) 14.3.2.13.1.1  LELAND POINT LIMITED PARTNER LP (Residential Real Estate in Pittsburgh, PA) 14.3.2.13.1.1.1  LELAND POINT OWNER LP (Residential Real Estate in Pittsburgh, PA) 14.3.2.14  LELAND POINT GP LLC (Residential Real Estate in Pittsburgh, PA) 14.3.2.14.1  LELAND POINT OWNER LP (Residential Real Estate in Pittsburgh, PA) 14.3.3  COPPERTREE PROPERTIES OWNER LLC  (Residential Real Estate in Speedway, IN)  As of July 18, 2017, the interest in Toledo Properties Owner LLC has been divested."
Ivanka Trump NE278e,6.,15,"The structure of this entity is as follows: 15.1  PUCK BUILDING, LP (Commercial Real Estate in New York, NY) 15.1.1  NEW PUCK INVESTORS, LLC (Commercial Real Estate in New York, NY) 15.1.1.1  NEW PUCK, LLC (Commercial Real Estate in New York, NY)"
Ivanka Trump NE278e,6.,16,See item 4.24 for entity structure.
Ivanka Trump NE278e,6.,18,This asset has a loan receivable from KCOF - 215 Moore LLC.
Ivanka Trump NE278e,6.,19,The conflicting assets of this interest have been divested.
Ivanka Trump NE278e,6.,19.4,This asset has been divested.
Ivanka Trump NE278e,6.,19.5,"The structure of this entity is as follows: 159.1  2 Rector Street (NY) JV, LLC (Commercial Real Estate in New York, NY) 159.1.1  2 Rector Street (NY), LLC (Commercial Real Estate in New York, NY)"
Ivanka Trump NE278e,6.,19.6,This asset has been divested.
Ivanka Trump NE278e,6.,19.7,This asset has been divested.
Ivanka Trump NE278e,6.,19.8,This asset has been divested.
Ivanka Trump NE278e,6.,19.10,"This entity holds contingent rights to ownership interests in the following entities if specified revenue targets are met: KC Dumbo Office LLC (Commercial Real Estate in Brooklyn, NY) 80 ML LLC (Commercial Real Estate in New York, NY) 25-30 Columbia Heights (Brooklyn) Venture LLC (Real Estate Under Construction in Brooklyn, NY) Warren At Bay Associates LLC (Commercial Real Estate in Jersey City, NJ) K/S Westwood Partner LP (Residential Real Estate in Westwood and River Vale, NJ) Middle River JV LLC (Residential Real Estate in Middle River, MD) Chatham Hill Holdings LLC (Residential Real Estate in Chatham, NJ) Puck Residential Associates, LLC (Residential Condominiums in New York, NY) K GAIA Village 2 Associates LLC (Residential Real Estate in New York, NY) EV JV GP, LLC (Residential Real Estate in New York, NY) Northern Liberties JV, LLC (Residential Real Estate in Philadelphia, PA) 50 North One, LLC (Residential Real Estate in Brooklyn, NY) Village KF 2 Associates, LLC (Residential Real Estate in New York, NY) BLS Portfolio, LLC (Residential Real Estate in Brooklyn, NY) Stone Portfolio, LLC (Residential Real Estate in New York, NY) K Morgan Street, LLC (Residential Real Estate in Jersey City, NJ) K 26 Journal Square, LLC (Commercial Real Estate in Jersey City, NJ) Kushner Journal Square LLC (Commercial Real Estate in Jersey City, NJ) 175-225 Third JV, LLC (Undeveloped Real Estate in Brooklyn, NY) 184 Kent Owner, LLC (Residential Real Estate in Brooklyn, NY) Pier Village III Urban Renewal Company, LLC (Undeveloped Real Estate in Long Branch, NJ) KC 215 Moore, LLC (Loan Receivable from Heritage Equities; Brooklyn, NY) 55 Challenger Road Associates LLC (Commercial Real Estate in Ridgefield Park, NJ) Kushner Skyline Promote LLC (Contingent Right to Ownership Interest in Skyline Kushner, LLC (Residential Real Estate in Hasbrouck Heights & Lodi, NJ) K GAIA Village 1 Associates LLC (Residential Real Estate in New York, NY) K Maryland Associates LLC (Residential Real Estate in Baltimore and Prince George's County, MD)"
Ivanka Trump NE278e,6.,20,This asset is in the divestment process.
Ivanka Trump NE278e,6.,21,This asset has been divested.
Ivanka Trump NE278e,6.,22,Underlying assets are not disclosed due to preexisting confidentiality agreement.  This asset has been divested.
Ivanka Trump NE278e,6.,23,Underlying assets are not disclosed due to preexisting confidentiality agreement. This asset has been divested.
Ivanka Trump NE278e,6.,24,Underlying assets are not disclosed due to preexisting confidentiality agreement. This asset has been divested.
Ivanka Trump NE278e,6.,25,Underlying assets are not disclosed due to preexisting confidentiality agreement. This asset has been divested.
Ivanka Trump NE278e,6.,26,Underlying assets are not disclosed due to preexisting confidentiality agreement. This asset has been divested.
Ivanka Trump NE278e,6.,34,This asset has been divested.
Ivanka Trump NE278e,6.,35,This asset has been divested.
Ivanka Trump NE278e,6.,54,"This asset is in the divestment process.  Filer and her family lack control over, and knowledge of, the underlying assets held by the portfolio funds that the fund has invested in."
Ivanka Trump NE278e,6.,55,"This promissory note arose from a divestment.  Promissory note will be repaid by the first quarter of 2018.  Value of payment fixed as of divestment.  Filer and her family lack control over, and knowledge of, the underlying assets held by the portfolio funds that the fund has invested in."
Ivanka Trump NE278e,6.,56,This asset has been divested.
Ivanka Trump NE278e,6.,61,This asset has been divested.
Ivanka Trump NE278e,6.,66,This asset has been divested.
Ivanka Trump NE278e,6.,70,This asset has been divested.
Ivanka Trump NE278e,6.,80,See item 13 for entity structure
Ivanka Trump NE278e,6.,81,See item 14 for entity structure
Ivanka Trump NE278e,6.,82,See item 4.33 for entity structure.
Ivanka Trump NE278e,6.,83,"As of July 18, 2017, this asset has been divested.  Redemption value fixed as on Jan. 1, 2017.  Filer and her family lack control over, and knowledge of, the underlying assets held by the fund at the position level.  2016 and 2017 income estimated based on 2015 K-1 statement."
Ivanka Trump NE278e,6.,84,This asset has been divested.
Ivanka Trump NE278e,6.,85,This asset has been divested.
Ivanka Trump NE278e,6.,86,This asset has been divested.
Ivanka Trump NE278e,6.,87,This line item represents holdings in both the Nuveen Municipal Opportunity Fund (NIO) and the Nuveen Enhanced AMT-Free Municipal Credit Opportunities Fund (NVG).  NIO was merged into NVG in April of 2016.
Ivanka Trump NE278e,6.,88,This asset has been divested.
Ivanka Trump NE278e,6.,89,This asset has been divested.
Ivanka Trump NE278e,6.,90,This asset has been divested.
Ivanka Trump NE278e,6.,91,This asset has been divested.
Ivanka Trump NE278e,6.,92,This asset has been divested.
Ivanka Trump NE278e,6.,94,This asset has been divested.
Ivanka Trump NE278e,6.,95,This asset has been divested.
Ivanka Trump NE278e,6.,96,This asset has been divested.
Ivanka Trump NE278e,6.,98,This asset has been divested.
Ivanka Trump NE278e,6.,99,This asset has been divested.
Ivanka Trump NE278e,6.,102,This asset has been divested.
Ivanka Trump NE278e,6.,103,This asset has been divested.
Ivanka Trump NE278e,6.,104,This asset has been divested.
Ivanka Trump NE278e,6.,105,This asset has been divested.
Ivanka Trump NE278e,6.,106,This asset has been divested.
Ivanka Trump NE278e,6.,107,This asset has been divested.
Ivanka Trump NE278e,6.,110,This asset has been divested.
Ivanka Trump NE278e,6.,111,This asset has been divested.
Ivanka Trump NE278e,6.,114,This asset has been divested.
Ivanka Trump NE278e,6.,115,This asset has been divested.
Ivanka Trump NE278e,6.,116,This asset has been divested.
Ivanka Trump NE278e,6.,118,This asset has been divested.
Ivanka Trump NE278e,6.,119,This asset has been divested.
Ivanka Trump NE278e,6.,121,This asset has been divested.
Ivanka Trump NE278e,6.,122,This asset has been divested.
Ivanka Trump NE278e,6.,125,See item 4.28 for entity structure.
Ivanka Trump NE278e,6.,126,See item 4.18 for entity structure
Ivanka Trump NE278e,6.,127,See item 4.19 for entity structure
Ivanka Trump NE278e,6.,128,This asset has been divested.
Ivanka Trump NE278e,6.,129,"This asset has been divested.  The structure of this entity is as follows: 129.1  BRUCKNER PLAZA CENTER, LLC (Commercial Real Estate in New York, NY) 129.1.1  BPA CENTER LLC (Commercial Real Estate in New York, NY) 129.1.1.1  666 ASSOCIATES, LP (Commercial Real Estate in New York, NY) 129.1.1.1.1  FIFTH K TWO, L.L.C. (Commercial Real Estate in New York, NY) 129.1.1.1.1.1  666 FIFTH EQUITY LLC (Commercial Real Estate in New York, NY) 129.1.1.1.1.1.1  666 FIFTH ASSOCIATES LLC (Commercial Real Estate in New York, NY) 129.1.1.1.2  666 KUSHNER LENDER LLC (Commercial Real Estate in New York, NY) 129.1.1.1.2.1  666 FIFTH ASSOCIATES LLC (Commercial Real Estate in New York, NY) 129.1.1.1.3  666 FIFTH CLEANING LLC (Commercial Real Estate in New York, NY)"
Ivanka Trump NE278e,6.,130,This asset has been divested.
Ivanka Trump NE278e,6.,131,This asset has been divested.
Ivanka Trump NE278e,6.,152,This asset has been divested.
Ivanka Trump NE278e,6.,155,Underlying assets are not disclosed due to preexisting confidentiality agreement.  This asset has been divested.
Ivanka Trump NE278e,6.,156,This asset has been divested.  2016 and 2017 income estimated based on 2015 K-1 statement.
Ivanka Trump NE278e,6.,157,"This asset has been divested.  The structure of this entity is as follows: 157.1  666 Fifth Management LLC (Management Company; New York, NY)"
Ivanka Trump NE278e,6.,158,This asset has been divested.
Ivanka Trump NE278e,6.,159,"The structure of this entity is as follows: 159.1  2 Rector Street (NY) JV, LLC (Commercial Real Estate in New York, NY) 159.1.1  2 Rector Street (NY), LLC (Commercial Real Estate in New York, NY)"
Ivanka Trump NE278e,6.,161,"This asset is in the divestment process.  The structure of this entity is as follows: 161.1  JCS MONMOUTH MALL-NJ (restaurant at Monmouth Mall, NJ)"
Ivanka Trump NE278e,6.,162,This asset has been divested.
Ivanka Trump NE278e,6.,163,This asset has been divested.
Ivanka Trump NE278e,6.,164,This asset has been divested.
Ivanka Trump NE278e,6.,165,This asset has been divested.
Ivanka Trump NE278e,6.,166,This asset has been divested.
Ivanka Trump NE278e,6.,167,This asset has been divested.
Ivanka Trump NE278e,6.,168,This asset has been divested.
Ivanka Trump NE278e,6.,169,This asset has been divested.
Ivanka Trump NE278e,6.,170,This asset has been divested.
Ivanka Trump NE278e,6.,171,This asset has been divested.
Ivanka Trump NE278e,6.,172,This asset has been divested.
Ivanka Trump NE278e,6.,173,This asset has been divested.
Ivanka Trump NE278e,6.,174,This asset has been divested.
Ivanka Trump NE278e,6.,175,This asset has been divested.
Ivanka Trump NE278e,6.,176,This asset has been divested.
Ivanka Trump NE278e,6.,177,This asset has been divested.
Ivanka Trump NE278e,6.,178,This asset has been divested.
Ivanka Trump NE278e,6.,179,This asset has been divested.
Ivanka Trump NE278e,6.,180,This asset has been divested.
Ivanka Trump NE278e,6.,181,This asset has been divested.
Ivanka Trump NE278e,6.,182,This asset has been divested.
Ivanka Trump NE278e,6.,183,This asset has been divested.
Ivanka Trump NE278e,6.,184,This asset has been divested.
Ivanka Trump NE278e,6.,185,This asset has been divested.
Ivanka Trump NE278e,6.,186,This asset has been divested.
Ivanka Trump NE278e,6.,187,This asset has been divested.
Ivanka Trump NE278e,6.,188,This asset has been divested.
Ivanka Trump NE278e,6.,189,This asset has been divested.
Ivanka Trump NE278e,6.,190,This asset has been divested.
Ivanka Trump NE278e,6.,191,This asset has been divested.
Ivanka Trump NE278e,6.,192,This asset has been divested.
Ivanka Trump NE278e,6.,193,This asset has been divested.
Ivanka Trump NE278e,6.,194,This asset has been divested.
Ivanka Trump NE278e,6.,195,This asset has been divested.
Ivanka Trump NE278e,6.,196,This asset has been divested.
Ivanka Trump NE278e,6.,197,This asset has been divested.
Ivanka Trump NE278e,6.,198,This asset has been divested.
Ivanka Trump NE278e,6.,199,This asset has been divested.
Ivanka Trump NE278e,6.,200,This asset has been divested.
Ivanka Trump NE278e,6.,201,This asset has been divested.
Ivanka Trump NE278e,6.,202,This asset has been divested.
Ivanka Trump NE278e,6.,203,This asset has been divested.
Ivanka Trump NE278e,6.,204,This asset has been divested.
Ivanka Trump NE278e,6.,205,This asset has been divested.
Ivanka Trump NE278e,6.,206,This asset has been divested.
Ivanka Trump NE278e,6.,207,This asset has been divested.
Ivanka Trump NE278e,6.,208,This asset has been divested.
Ivanka Trump NE278e,6.,209,This asset has been divested.
Ivanka Trump NE278e,6.,210,This asset has been divested.
Ivanka Trump NE278e,6.,211,This asset has been divested.
Ivanka Trump NE278e,6.,212,This asset has been divested.
Ivanka Trump NE278e,6.,213,This asset has been divested.
Ivanka Trump NE278e,6.,214,This asset has been divested.
Ivanka Trump NE278e,6.,215,This asset has been divested.
Ivanka Trump NE278e,6.,216,This asset has been divested.
Ivanka Trump NE278e,6.,217,This asset has been divested.
Ivanka Trump NE278e,6.,218,This asset has been divested.
Ivanka Trump NE278e,6.,219,This asset has been divested.
Ivanka Trump NE278e,6.,220,This asset has been divested.
Ivanka Trump NE278e,6.,221,This asset has been divested.
Ivanka Trump NE278e,8.,2,Filer's spouse holds this line of credit jointly with his mother.
Ivanka Trump NE278e,8.,3,Filer's spouse holds this line of credit jointly with his father.
Ivanka Trump NE278e,8.,4,Filer's spouse holds this line of credit jointly with his father.
Ivanka Trump NE278e,8.,5,Filer's spouse holds this line of credit jointly with his father.
Ivanka Trump NE278e,8.,6,Filer's spouse holds this line of credit jointly with his mother.
Ivanka Trump NE278e,8.,7,Filer's spouse holds this line of credit jointly with his father.
Ivanka Trump NE278e,8.,11,Filer's spouse holds this note jointly with his father.
Kushner 278-T Toledo.Cadre  ,Transactions,1,"The transaction reported here was made by an entity in which the filer has an indirect, passive interest; the reported amount is based upon the filer's interest in the entity making the sale."
Kushner 278-T Toledo.Cadre  ,Transactions,2,"BFPS Ventures, LLC acquired JCK Cadre LLC in February 2017.  Because filer has an interest in both BFPS Ventures, LLC and JCK Cadre LLC, this transaction is reported as both a purchase and a sale on this form."
Kushner 278-T Toledo.Cadre  ,Transactions,3,"BFPS Ventures, LLC acquired JCK Cadre LLC in February 2017.  Because filer has an interest in both BFPS Ventures, LLC and JCK Cadre LLC, this transaction is reported as both a purchase and a sale on this form."
Kushner NE278e,1.,12,This entity was previously named Village UK Kushner Member LLC
Kushner NE278e,1.,15,"This entity was previously named Kushner Maryland Associates, LLC"
Kushner NE278e,1.,222,This entity was previously named Village UK Venture LLC
Kushner NE278e,1.,232,Start date is estimated.
Kushner NE278e,1.,233,Start date is estimated.
Kushner NE278e,1.,234,Start date is estimated.
Kushner NE278e,1.,235,Start date is estimated.
Kushner NE278e,1.,250,Start date is estimated
Kushner NE278e,1.,255,Start date is estimated.
Kushner NE278e,1.,263,The filer intended to resign from this position in January 2017 and has not personally functioned as an officer since that time.
Kushner NE278e,1.,264,The filer intended to resign from this position in January 2017 and has not personally functioned as an officer since that time.
Kushner NE278e,1.,265,The filer intended to resign from this position in January 2017 and has not personally functioned as an officer since that time.
Kushner NE278e,2.,2,This asset has been divested.
Kushner NE278e,5.,1,"Trust was formed on March 9, 2017, and therefore had no income during the reporting period. Income for IT Operations LLC entities during the reporting period is reported on Line 11."
Kushner NE278e,5.,1.4,This asset has been merged into IT Operations Managing Member Corp.
Kushner NE278e,5.,1.6,This asset has been merged into IT Operations Managing Member Corp.
Kushner NE278e,5.,1.8,This asset has been merged into IT Operations Managing Member Corp.
Kushner NE278e,5.,1.10,This asset has been merged into IT Operations Managing Member Corp.
Kushner NE278e,5.,1.12,This asset has been merged into IT Operations Managing Member Corp.
Kushner NE278e,5.,1.14,This asset has been merged into IT Operations Managing Member Corp.
Kushner NE278e,5.,1.16,This asset has been merged into IT Operations Managing Member Corp.
Kushner NE278e,5.,1.18,"This entity holds the following intellectual property:  (1) name- and initial-related trademarks registered in the United States, Canada, Mexico, UAE, EU, New Zealand, Saudi Arabia, Australia, Azerbaijan, Bahrain, Brazil, China, Indonesia, Israel, India, Japan, Kuwait, Panama, Philippines, Puerto Rico, Qatar, Turkey, Russia, Nigeria, Hong Kong, Korea, Taiwan; (2) ""Women Who Work""-related trademarks registered in the United States; (3) copyrights related to Ivanka Trump branded jewelry registered in the United States; and (4) name- and initial-related copyrights registered in China and Scotland."
Kushner NE278e,5.,1.19,This asset has been merged into IT Operations Managing Member Corp.
Kushner NE278e,5.,1.21,This asset has been merged into IT Operations Managing Member Corp.
Kushner NE278e,5.,1.23,This asset has been merged into IT Operations Managing Member Corp.
Kushner NE278e,5.,2,"As of July 20, 2017, the book had been published (release date was May 2, 2017)"
Kushner NE278e,5.,4,"Filer's spouse previously received fees through these businesses that varied based on the performance of the business, but now will receive fixed payments that have been cross-guaranteed.  As of the filing date, filer's spouse had not yet received any of the guaranteed fixed payments."
Kushner NE278e,5.,5,"Filer's spouse previously received fees through these businesses that varied based on the performance of the business, but now will receive fixed payments that have been cross-guaranteed.  The guaranteed fixed payments received to date as of March 9, 2017 are reported as a separate line item."
Kushner NE278e,5.,6,"Filer's spouse previously received fees through these businesses that varied based on the performance of the business, but now will receive fixed payments that have been cross-guaranteed.  As of the filing date, filer's spouse had not yet received any of the guaranteed fixed payments.  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,5.,7,Filer's spouse resigned from her positions at the Trump Organization in January 2017.
Kushner NE278e,5.,8,Filer's spouse resigned from her position as trustee in December 2016.
Kushner NE278e,5.,11,"January 2016 - March 8, 2017 income for assets currently held in the Ivanka M. Trump Business Trust, as reflected in Line 1."
Kushner NE278e,5.,13,"Filer's spouse previously received fees through these businesses that varied based on the performance of the business, but now will receive fixed payments that have been cross-guaranteed."
Kushner NE278e,5.,14,"After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE."
Kushner NE278e,5.,15,"After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE."
Kushner NE278e,5.,16,"After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE."
Kushner NE278e,5.,17,"Value reflected at Part 5, Line 3.  This line item reflects income received from Ivanka OPO LLC between filer's spouse's resignation from the entity in January 2017 and March 9, 2017."
Kushner NE278e,6.,1.1,"The structure of this entity is as follows: 1.1.1  ELMWOOD CHICAGO HOLDING, LLC (Commercial Real Estate in Chicago, IL) 1.1.1.1  ELMWOOD CHICAGO MEMBER, LLC (Commercial Real Estate in Chicago, IL) 1.1.1.1.1  ELMWOOD CHICAGO ASSOCIATES, LLC (Commercial Real Estate in Chicago, IL)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,1.2,"The structure of this entity is as follows: 1.2.1  LANDINGS CHICAGO HOLDING, LLC (Commercial Real Estate in Chicago, IL) 1.2.1.1  LANDINGS CHICAGO MEMBER, LLC (Commercial Real Estate in Chicago, IL) 1.2.1.1.1  LANDINGS CHICAGO ASSOCIATES, LLC (Commercial Real Estate in Chicago, IL)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,1.3,"The structure of this entity is as follows: 1.3.1  OAKWOOD CHICAGO HOLDING, LLC (Commercial Real Estate in Chicago, IL) 1.3.1.1  OAKWOOD CHICAGO MEMBER, LLC (Commercial Real Estate in Chicago, IL) 1.3.1.1.1  OAKWOOD CHICAGO ASSOCIATES, LLC (Commercial Real Estate in Chicago, IL)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,1.4,"The structure of this entity is as follows: 1.4.1  WALLKILL CHICAGO HOLDING, LLC (Commercial Real Estate in Chicago, IL) 1.4.1.1  WALLKILL CHICAGO MEMBER, LLC (Commercial Real Estate in Chicago, IL) 1.4.1.1.1  WALLKILL CHICAGO ASSOCIATES, LLC (Commercial Real Estate in Chicago, IL)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,1.5,"The structure of this entity is as follows: 1.5.1  EAST 9TH MANAGER LLC (Residential Real Estate in New York, NY) 1.5.1.1  KUSHNER VILLAGE 329 EAST 9TH LLC (Residential Real Estate in New York, NY) 1.5.2  KUSHNER VILLAGE 3 SPE LLC (Residential Real Estate in New York, NY) 1.5.2.1  KUSHNER VILLAGE 329 EAST 9TH LLC (Residential Real Estate in New York, NY) 1.5.2.2  KUSHNER VILLAGE 325 EAST 10TH LLC (Residential Real Estate in New York, NY) 1.5.3  KUSHNER VILLAGE 4 SPE LLC (Residential Real Estate in New York, NY) 1.5.3.1  315 EAST 10TH STREET LLC (Residential Real Estate in New York, NY) 1.5.3.2  118-120 EAST FOURTH OWNER LLC (Residential Real Estate in New York, NY) 1.5.3.3  195 EAST FOURTH OWNER LLC (Residential Real Estate in New York, NY) 1.5.3.4  199-203 EAST FOURTH OWNER LLC (Residential Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,1.6,"The structure of this entity is as follows: 1.6.1  NEW PUCK INVESTORS, LLC (Commercial Real Estate in New York, NY) 1.6.1.1  NEW PUCK, LLC (Commercial Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,1.8,"This asset has been divested.  The structure of this entity is as follows: 1.8.1  BPA CENTER LLC (Commercial Real Estate in New York, NY) 1.8.1.1  666 ASSOCIATES, LP (Commercial Real Estate in New York, NY) 1.8.1.1.1  FIFTH K TWO, L.L.C. (Commercial Real Estate in New York, NY) 1.8.1.1.1.1  666 FIFTH EQUITY LLC (Commercial Real Estate in New York, NY) 1.8.1.1.1.1.1  666 FIFTH ASSOCIATES LLC (Commercial Real Estate in New York, NY) 1.8.1.1.2  666 KUSHNER LENDER LLC (Commercial Real Estate in New York, NY) 1.8.1.1.2.1  666 FIFTH ASSOCIATES LLC (Commercial Real Estate in New York, NY) 1.8.1.1.3  666 FIFTH CLEANING LLC (Commercial Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,1.9,"This asset has been divested.  After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,2.1,See item 1.1 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,2.2,See item 1.2 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,2.3,See item 1.3 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,2.4,See item 1.4 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,2.5,See item 1.5 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,2.6,"The structure of this entity is as follows: 2.6.1  VILLAGE JV SPE LLC (Residential Real Estate in New York, NY) 2.6.1.1  120 MACDOUGAL STREET REALTY LLC (Residential Real Estate in New York, NY) 2.6.1.2  267 EAST 10TH STREET REALTY LLC (Residential Real Estate in New York, NY) 2.6.1.3  435 EAST 9TH STREET REALTY LLC (Residential Real Estate in New York, NY) 2.6.1.4  156 SULLIVAN STREET REALTY LLC (Residential Real Estate in New York, NY) 2.6.1.5  318 EAST 11TH STREET REALTY LLC (Residential Real Estate in New York, NY) 2.6.1.6  54 BARROW STREET ASSOCIATES LLC (Residential Real Estate in New York, NY) 2.6.1.7  99 EAST 7TH STREET REALTY LLC (Residential Real Estate in New York, NY) 2.6.1.8  318 EAST 6TH STREET REALTY LLC (Residential Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,2.7,"The structure of this entity is as follows: 2.7.1  VILLAGE 2 JV SPE LLC (Residential Real Estate in New York, NY) 2.7.1.1  VILLAGE JV 129 FIRST AVENUE LLC (Residential Real Estate in New York, NY) 2.7.1.2  VILLAGE JV 143 FIRST AVENUE LLC (Residential Real Estate in New York, NY) 2.7.1.3  VILLAGE JV 165 AVENUE A LLC (Residential Real Estate in New York, NY) 2.7.1.4  VILLAGE JV 191-193 AVENUE A LLC (Residential Real Estate in New York, NY) 2.7.1.5  VILLAGE JV 201 EAST 2ND STREET LLC (Residential Real Estate in New York, NY) 2.7.1.6  VILLAGE JV 211 AVENUE A LLC (Residential Real Estate in New York, NY) 2.7.1.7  VILLAGE JV 338 EAST 11TH LLC (Residential Real Estate in New York, NY) 2.7.1.8  VILLAGE JV 435 12TH LLC (Residential Real Estate in New York, NY) 2.7.1.9  VILLAGE JV 500 EAST 11TH LLC (Residential Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
